NEA_GrantNumber,NEA_FiscalYear,NEA_Office,NEA_Grantee,NEA_GranteeWebsite,NEA_GranteeAddressLine1,NEA_GranteeAddressLine2,NEA_GranteeCity,NEA_GranteeState,NEA_GranteeZipcode,NEA_GranteeLatitude,NEA_GranteeLongitude
11-3300-7183,2011,Dance,Epiphany Productions Sonic Dance Theater (aka: Epiphany Productions),www.epiphanydance.org,925 Mission Street,Suite 109,San Francisco,CA,94103-2905,37.781876,-122.407537
11-5400-7133,2011,Presenting,"Strathmore Hall Foundation, Inc. (aka: Strathmore)",www.strathmore.org,5301 Tuckerman Lane,,North Bethesda,MD,20852-3385,39.029246,-77.101165
11-3200-7219,2011,Theater,Freehold Theatre Lab Studio A WA Corp. (aka: Freehold),www.freeholdtheatre.org,2222 2nd Ave.,Suite 200,Seattle,WA,98121-2017,47.613448,-122.344671
11-5400-7134,2011,Presenting,Music and Dance Theater Chicago Inc. (aka: Harris Theater for Music and Dance),www.harristheaterchicago.org,205 East Randolph Drive,,Chicago,IL,60601-6530,41.884309,-87.622489
11-3200-7220,2011,Theater,"Stage Directors and Choreographers Workshop Foundation, Inc. (aka: SDCF)",www.sdcfoundation.org,1501 Broadway Suite 1701,,New York,NY,10036-5600,40.756689,-73.986069
11-3300-7184,2011,Dance,"Ballet Tech Foundation, Inc. (aka: Ballet Tech)",www.ballettech.org,890 Broadway,,New York,NY,10003-1211,40.738542,-73.989895
11-5400-7135,2011,Presenting,Performa Inc. (aka: Performa),,100 West 23rd Street,5th Floor,New York,NY,10011-2802,40.743003,-73.99309
11-5200-7175,2011,Literature,Brooklyn Public Library,www.brooklynpubliclibrary.org,10 Grand Army Plaza,,Brooklyn,NY,11238-5619,40.673719,-73.969496
11-6200-7042,2011,Local Arts Agencies,"City of Atlanta, Georgia (aka: Office of Cultural Affairs)",www.ocaatlanta.com,233 Peachtree Street,"Harris Tower, Suite 1700",Atlanta,GA,30303-1563,33.760401,-84.387522
11-3600-7061,2011,Opera,"Florida Grand Opera, Inc.",www.FGO.org,8390 NW 25 ST,,Miami,FL,33122-1504,25.796874,-80.332259
11-3200-7221,2011,Theater,New York Shakespeare Festival (aka: The Public Theater),www.publictheater.org,425 Lafayette Street,,New York,NY,10003-7201,40.729051,-73.992064
11-3600-7062,2011,Opera,Opera North,www.operanorth.org,20 West Park Street,Lower Level,Lebanon,NH,03766-6308,43.642466,-72.252414
11-3100-7232,2011,Music,San Francisco Symphony,www.sfsymphony.org,Davies Symphony Hall,,San Francisco,CA,94102-4507,37.781017,-122.418769
11-5400-7137,2011,Presenting,"DiverseWorks, Inc. (aka: DiverseWorks ArtSpace)",www.diverseworks.org,1117 E. Freeway,,Houston,TX,77002-1108,29.94552,-95.56924
11-3100-7234,2011,Music,Los Angeles Children's Chorus (aka: LACC),www.lachildrenschorus.org,585 East Colorado Boulevard,,Pasadena,CA,91101-2036,34.145879,-118.138438
11-5400-7138,2011,Presenting,Western Alliance of Arts Administrators Foundations (aka: Western Arts Alliance),,715 S.W. Morrison Street,Suite 600,Portland,OR,97205-3102,45.519418,-122.679822
11-3300-7185,2011,Dance,Project Bandaloop (aka: BANDALOOP),www.projectbandaloop.org,2201 Broadway Suite 210,,Oakland,CA,94612-3095,37.811034,-122.267061
11-3300-7186,2011,Dance,Portland Institute for Contemporary Art (aka: PICA),www.pica.org,415 SW 10th Ave 3rd Floor,,Portland,OR,97205-2813,45.52188,-122.681107
11-3600-7063,2011,Opera,Tampa Bay Performing Arts Center (aka: Straz Center),www.strazcenter.org   and  www.operatampa.org,1010 North W.C. MacInnes Place,,Tampa,FL,33602-3720,27.951414,-82.463062
11-3100-7235,2011,Music,Spokane Symphony Society (aka: Spokane Symphony),www.spokanesymphony.org,P.O. Box 365,,Spokane,WA,99210-0365,47.657905,-117.424973
11-3300-7187,2011,Dance,"Artspace Projects, Inc. (aka: Artspace)",,"250 Third Avenue N., Ste. 500",,Minneapolis,MN,55401-1641,44.983822,-93.273451
11-3200-7222,2011,Theater,"Seven Stages, Inc. (aka: 7 Stages)",www.7stages.org,1105 Euclid Avenue,,Atlanta,GA,30307-1925,33.763873,-84.351153
11-5200-7176,2011,Literature,Clarion Foundation,www.theclarionfoundation.org/,2111 Sand Hill Road,,Menlo Park,CA,94025-6909,37.424803,-122.193736
11-5500-7117,2011,Folk & Traditional Arts,Arkansas State University,www.astate.edu,Research & Technology Transfer,P.O. Box 2760,State University,AR,72467-2760,35.843359,-90.672701
11-5200-7177,2011,Literature,San Francisco State University,,Research & Sponsored Programs,1600 Holloway Avenue; Adm 471,San Francisco,CA,94132-1722,37.721938,-122.481053
11-5400-7139,2011,Presenting,California Institute of the Arts (aka: CalArts),www.calarts.edu,24700 McBean Parkway,,Valencia,CA,91355-2397,34.394717,-118.565103
11-5400-7140,2011,Presenting,Springboard for the Arts,,"308 Prince St., Suite 270",,St. Paul,MN,55101-1437,44.949349,-93.083987
11-3200-7224,2011,Theater,University of North Carolina at Chapel Hill,www.playmakersrep.org,"Sponsored Research, CB#1350","104 Airport Rd., Suite 2200",Chapel Hill,NC,27599-1350,35.903139,-79.05096
11-5400-7141,2011,Presenting,University of Illinois at Urbana-Champaign,,OSPRA,"1901 S. First St., Suite A",Champaign,IL,61820-7406,40.11384,-88.243531
11-4200-7048,2011,Design,Columbia University in the City of New York,www.columbia.edu,"615 West 131st Street, MC 8725",Sponsored Projects Admin.,New York,NY,10027-8725,40.81786,-73.957612
11-3200-7225,2011,Theater,Texas State University - San Marcos,,601 University Drive,,San Marcos,TX,78666-4685,29.887775,-97.935659
11-5200-7178,2011,Literature,Kent State University Main Campus,,Research & Graduate Studies,134 Cartwright Hall,Kent,OH,44242-0001,41.153739,-81.35118
11-6200-7044,2011,Local Arts Agencies,Broward County Board of County Commissioners,www.broward.org/arts,110 S. Andrews Avenue,6th Floor,Fort Lauderdale,FL,33301-1016,26.121336,-80.143446
11-3100-7237,2011,Music,Cal Poly Corporation,,"1 Grand Ave., Bldg. 15",Cal Polytechnic S.U.,San Luis Obispo,CA,93407-0035,35.295999,-120.653126
11-5500-7118,2011,Folk & Traditional Arts,Oklahoma Historical Society,www.okhistory.org,800 Nazih Zuhdi Drive,,Oklahoma City,OK,73105-7917,35.511619,-97.503355
11-2800-7043,2011,Musical Theater,University of Maryland at College Park,umd.edu,Research Administration,3112 Lee Building,College Park,MD,20742-5141,38.991556,-76.938068
11-5500-7120,2011,Folk & Traditional Arts,"Ward Foundation, Inc. (aka: Ward Museum of Wildfowl Art)",www.wardmuseum.org,909 South Schumaker Drive,,Salisbury,MD,21804-8722,38.352708,-75.575206
11-5400-7142,2011,Presenting,Arizona State University,,Research & Sponsored Projects,P.O. Box 876011,Tempe,AZ,85287-6011,33.418355,-111.931227
11-5500-7121,2011,Folk & Traditional Arts,"Chesapeake Bay Maritime Museum, Inc.",wwww.cbmm.org,P.O. Box 636,,St. Michaels,MD,21663-0636,38.78488,-76.224127
11-4200-7049,2011,Design,Pratt Institute,www.pratt.edu,200 Willoughby Avenue,,Brooklyn,NY,11205-3817,40.692051,-73.963921
11-5400-7143,2011,Presenting,"Alaska Junior Theater, Inc.",www.akjt.org,"329 F Street, Ste 204",,Anchorage,AK,99501-2202,61.219211,-149.893454
11-6200-7045,2011,Local Arts Agencies,"Flushing Council on Culture and the Arts, Inc. (aka: Flushing Town Hall)",,137-35 Northern Boulevard,,Flushing,NY,11354-4120,40.766516,-73.826977
11-3100-7238,2011,Music,San Diego State University Foundation,,5250 Campanile Drive MC1947,,San Diego,CA,92182-1931,32.772876,-117.072059
11-3300-7188,2011,Dance,GroundWorks Dancetheater,www.groundworksdance.org,13125 Shaker Square,Suite 102,Cleveland,OH,44120-2399,41.484271,-81.591104
11-6200-7046,2011,Local Arts Agencies,"Queens Council on the Arts, Inc. (aka: QCA)",www.queenscouncilarts.org,One Forest Park at Oak Ridge,,Woodhaven,NY,11421-1166,40.69267,-73.856487
11-3400-7077,2011,Media Arts,"Buffalo Media Resources, Inc. (aka: Squeaky Wheel)",www.squeaky.org,712 Main Street,,Buffalo,NY,14202-1720,42.893414,-78.871834
11-3100-7239,2011,Music,Miami-Dade County Public Schools (aka: Miami-Dade County Public Schools (M-DPCS)),www.dadeschools.net,1450 NE Second Avenue,,Miami,FL,33132-1308,25.78888,-80.190684
11-3200-7226,2011,Theater,Tennessee Performing Arts Center,WWW.tpac.org,P.O. Box 190660,,Nashville,TN,37219-0660,36.164454,-86.781126
11-3200-7227,2011,Theater,"Ten Chimneys Foundation, Inc. (aka: Ten Chimneys)",www.tenchimneys.org,S43 W31575 Depot Road,PO Box 225,Genesee Depot,WI,53127-0225,42.966545,-88.373575
11-3300-7190,2011,Dance,"Seventh Regiment Armory Conservancy, Inc. (aka: Park Avenue Armory)",www.armoryonpark.org,643 Park Avenue,,New York,NY,10065-6122,40.767546,-73.966248
11-4400-7111,2011,Museum,Kentucky Museum of Art and Craft,www.kentuckyarts.org,715 West Main Street,,Louisville,KY,40202-2633,38.257176,-85.76184
11-3300-7191,2011,Dance,Ragamala Dance,www.ragamala.net,711 West Lake Street,Suite 309,Minneapolis,MN,55408-2975,44.948352,-93.28832
11-5400-7144,2011,Presenting,"Association of Performing Arts Presenters, Inc. (aka: APAP)",www.apap365.org,"1211 Connecticut Avenue, NW",Suite 200,Washington,DC,20036-2716,38.906053,-77.041236
11-4100-7103,2011,Visual Arts,"Bronx River Art Center, Inc. (aka: Bronx River Art Center (BRAC))",,2064 Boston Road,,Bronx,NY,10460-2328,40.841719,-73.878699
11-5400-7145,2011,Presenting,Portland Institute for Contemporary Art (aka: PICA),www.pica.org,415 SW 10th Ave 3rd Floor,,Portland,OR,97205-2813,45.52188,-122.681107
11-5200-7180,2011,Literature,Art Sanctuary,www.artsanctuary.org,628 South 16th Street,,Philadelphia,PA,19146-1551,39.94352,-75.168889
11-3600-7064,2011,Opera,Los Angeles Opera Company (aka: LA Opera),www.LAOpera.com,135 North Grand Avenue,,Los Angeles,CA,90012-3018,34.056318,-118.248252
11-4400-7113,2011,Museum,"Wiregrass Museum of Art, Inc.",www.wiregrassmuseum.org,126 Museum Ave,,Dothan,AL,36303-4802,31.223829,-85.389164
11-3400-7079,2011,Media Arts,"Independent Feature Project, Inc. (aka: Independent Filmmaker Project)",www.ifp.org,"68 Jay Street, Suite 425",,Brooklyn,NY,11201-8361,40.70276,-73.986694
11-4200-7051,2011,Design,Isamu Noguchi Foundation and Garden Museum (aka: The Noguchi Museum),www.noguchi.org,32-37 Vernon Boulevard,,Long Island City,NY,11106-4926,40.761634,-73.927884
11-3400-7080,2011,Media Arts,American Museum of the Moving Image (aka: Museum of the Moving Image),www.movingimage.us,36-01 35 Avenue,,Astoria,NY,11106-1226,40.761634,-73.927884
11-3200-7228,2011,Theater,TeAda Productions,www.teada.org,522 Wilshire Blvd. Suite H,,Santa Monica,CA,90401-3606,34.020266,-118.496847
11-3100-7240,2011,Music,Diaz Music Institute (aka: DMI),diazmusicinstitute.org,P.O. Box 682947,,Houston,TX,77268-2947,29.992734,-95.483154
11-5500-7123,2011,Folk & Traditional Arts,API Cultural Center (aka: Oakland Asian Cultural Center),www.oacc.cc,"388 Ninth Street, Suite 290",,Oakland,CA,94607-4295,37.800296,-122.271772
11-4400-7116,2011,Museum,Children's Museum (aka: Boston Children's Museum),,308 Congress Street,,Boston,MA,02210-1016,42.351444,-71.050124
11-5200-7181,2011,Literature,"Gemini Series, Inc. (aka: Gemini Ink)",www.geminiink.org,513 S. Presa,,San Antonio,TX,78205-3428,29.418086,-98.489612
11-5500-7125,2011,Folk & Traditional Arts,Alliance for California Traditional Arts (aka: ACTA),www.actaonline.org,1245 Van Ness Avenue,,Fresno,CA,93721-1711,36.737084,-119.791857
11-3400-7081,2011,Media Arts,"Arts Engine, Inc. (aka: Media That Matters Film Festival / MediaRight)",www.artsengine.net,145 West 24th Street,3rd Floor,New York,NY,10011-1977,40.74412,-73.99362
11-5500-7127,2011,Folk & Traditional Arts,"Cityfolk, Inc.",www.cityfolk.org,126 N. Main Street,Suite 220,Dayton,OH,45402-1766,39.761756,-84.192342
11-3100-7241,2011,Music,San Francisco Jazz Organization (aka: SFJAZZ),,201 Franklin Street,,San Francisco,CA,94102-5147,37.776213,-122.421193
11-2800-7046,2011,Musical Theater,Prospect Theater Company Inc.,www.ProspectTheater.org,520 8th Avenue,Suite 307 3rd fl.,New York,NY,10018-6507,40.753503,-73.992495
11-3400-7082,2011,Media Arts,"Bay Area Video Coalition, Inc. (aka: BAVC)",www.bavc.org,"2727 Mariposa, 2nd Floor",,San Francisco,CA,94110-1401,37.763013,-122.410551
11-2800-7047,2011,Musical Theater,"PCPA Foundation, A California Nonprofit Public Benefit Corp. (aka: PCPA Foundation)",www.pcpa.org,P.O. Box 6803,,Santa Maria,CA,93456-6803,34.931447,-120.433846
11-3200-7230,2011,Theater,"Dell'Arte, Inc. (aka: Dell'Arte International)",www.dellarte.com,PO Box 816,,Blue Lake,CA,95525-0816,40.879711,-123.979286
11-6200-7047,2011,Local Arts Agencies,Cultural Council of Santa Cruz County (aka: CCSCC),www.ccscc.org,"1101 Pacific Ave, Ste 320",,Santa Cruz,CA,95060-7510,36.971778,-122.025531
11-2800-7048,2011,Musical Theater,"Music Theatre of Wichita, Inc. (aka: MTWichita)",www.mtwichita.org,225 W. Douglas,Ste. 202,Wichita,KS,67202-3100,37.68591,-97.340711
11-3100-7242,2011,Music,"Sacramento Philharmonic Orchestra Association, Inc. (aka: Sacramento Philharmonic)",www.sacphil.org,2617 K Street,Suite 200,Sacramento,CA,95816-5185,38.573388,-121.472069
11-5500-7128,2011,Folk & Traditional Arts,Alliance for California Traditional Arts (aka: ACTA),www.actaonline.org,1245 Van Ness Avenue,,Fresno,CA,93721-1711,36.737084,-119.791857
11-5500-7129,2011,Folk & Traditional Arts,"Clemente Soto Velez Cultural & Educational Center, Inc. (aka: CSV)",www.csvcenter.org,107 Suffolk Street,Room 312,New York,NY,10002-3387,40.719571,-73.985792
11-3200-7232,2011,Theater,Shakespeare Festival of St. Louis,www.shakespearefestivalstlouis.org,5715 Elizabeth Avenue,,St. Louis,MO,63110-2801,38.614807,-90.284355
11-3300-7195,2011,Dance,Nichole Canuso Dance Company,www.nicholecanusodance.org,913 Federal Street,,Philadelphia,PA,19147-5050,39.934355,-75.159174
11-5400-7148,2011,Presenting,Seattle Theatre Group (aka: STG),www.stgpresents.org,911 Pine Street,,Seattle,WA,98101-1818,47.615238,-122.320232
11-2800-7049,2011,Musical Theater,Hartnell College Foundation,www.westernstage.com,411 Central Avenue,,Salinas,CA,93901-1688,36.675464,-121.665359
11-2800-7050,2011,Musical Theater,Theatre for Young America Inc.,www.tya.org,30 West Pershing Road,Suite 800,Kansas City,MO,64108-2512,39.084086,-94.584396
11-3200-7234,2011,Theater,Telling Project,thetellingproject.org,1006 W. Monroe St.,,Austin,TX,78704-0028,30.25141,-97.760312
11-3300-7196,2011,Dance,"Chez Bushwick, Inc. (aka: Jonah Bokaer)",www.jonahbokaer.net,304 Boerum Street #23,,Brooklyn,NY,11206-3542,40.706662,-73.93562
11-6200-7048,2011,Local Arts Agencies,"City of Pittsfield, Massachusetts (aka: City of Pittsfield Office of Cultural Develop)",www.culturalpittsfield.com,70 Allen Street,,Pittsfield,MA,01201-4720,42.449517,-73.252347
11-5500-7130,2011,Folk & Traditional Arts,"La Troupe Makandal, Inc.",www.makandal.org,621 Rutland Rd Apt 4C,,Brooklyn,NY,11203-1716,40.660054,-73.94029
11-3200-7235,2011,Theater,"Instituto Arte Teatral Internacional, Inc. (aka: IATI Theater)",www.teatroiati.org,20 West 72nd Street,Suite 808,New York,NY,10023-4100,40.776516,-73.976676
11-4200-7052,2011,Design,American Architectural Foundation (aka: AAF),www.archfoundation.org,"2101 L St., NW",Suite 670,Washington,DC,20037-1526,38.903729,-77.046691
11-3300-7197,2011,Dance,"Joyce Theater Foundation, Inc. (aka: The Joyce Theater; DANY Studios)",www.joyce.org,175 Eighth Avenue,,New York,NY,10011-1694,40.742782,-74.000326
11-3100-7243,2011,Music,Thelonious Monk Institute of Jazz,,"5225 Wisconsin Avenue, NW",Suite 605,Washington,DC,20015-2024,38.958086,-77.084339
11-5500-7131,2011,Folk & Traditional Arts,"Radio Bilingue, Inc. (aka: Radio Bilingue)",www.radiobilingue.org,5005 E. Belmont Ave.,,Fresno,CA,93727-2441,36.750507,-119.726949
11-4200-7053,2011,Design,"Alaska Design Forum, Inc. (aka: ADF)",,P.O. Box 101916,,Anchorage,AK,99510-1916,61.219524,-149.88835
11-3300-7198,2011,Dance,"Museum of Performance & Design (aka: Formerly, SF Performing Arts Library & Museum)",www.mpdsf.org,401 Van Ness Ave. Suite 402,,San Francisco,CA,94102-4569,37.7792,-122.420173
11-3100-7244,2011,Music,Berkeley Symphony Orchestra (aka: Berkeley Symphony),www.berkeleysymphony.org,1942 University Avenue,Suite 207,Berkeley,CA,94704-1246,37.871621,-122.272021
11-5400-7149,2011,Presenting,"Flynn Center for the Performing Arts, Ltd. (aka: Flynn Center or The Flynn)",www.flynncenter.org,153 Main Street,,Burlington,VT,05401-8402,44.47588,-73.213056
11-5500-7132,2011,Folk & Traditional Arts,"Center for Traditional Music and Dance, Inc. (aka: CTMD)",www.ctmd.org,32 Broadway,Suite 1314,New York,NY,10004-1626,40.706027,-74.013075
11-3100-7245,2011,Music,St. Louis African Chorus (aka: African Musical Arts Inc.),www.africarts.org,3547 Olive Street,Suite 110,St. Louis,MO,63103-1024,38.637634,-90.230967
11-3300-7199,2011,Dance,Velocity Dance Center (aka: Velocity),,"1621 12th Avenue, suite 100",,Seattle,WA,98122-8419,47.615573,-122.316882
11-3200-7236,2011,Theater,"Zeiterion Theatre, Inc. (aka: The Z)",,684 Purchase St,,New Bedford,MA,02740-4084,41.63335,-70.925645
11-5200-7182,2011,Literature,"Bowery Arts and Science, Ltd. (aka: Bowery Arts & Science)",www.boweryartsandscience.org,310 Bowery,2nd Floor,New York,NY,10012-2861,40.724875,-73.992426
11-3300-7200,2011,Dance,"LEVYdance, Inc. (aka: LEVYdance)",www.levydance.org,19 Heron Street,,San Francisco,CA,94103-4510,37.77463,-122.408504
11-5500-7133,2011,Folk & Traditional Arts,"Center for Traditional Music and Dance, Inc. (aka: CTMD)",www.ctmd.org,32 Broadway,Suite 1314,New York,NY,10004-1626,40.706027,-74.013075
11-3200-7237,2011,Theater,"North American Cultural Laboratory, Inc. (aka: NACL)",www.nacl.org/,110 Highland Lake Rd.,,Highland Lake,NY,12743-0033,41.525489,-74.854367
11-4400-7117,2011,Museum,Pacific Asia Museum,www.pacificasiamuseum.org,46 N. Los Robles Ave.,,Pasadena,CA,91101-2009,34.146823,-118.141425
11-3200-7238,2011,Theater,"East-West Players, Inc. (aka: EWP)",,120 Judge John Aiso St.,,Los Angeles,CA,90012-3859,34.050897,-118.24041
11-3200-7239,2011,Theater,Arkansas Repertory Theatre Company (aka: The Rep),www.therep.org,601 Main Street,,Little Rock,AR,72201-4201,34.743057,-92.271281
11-4100-7106,2011,Visual Arts,Imagine Bus Project (aka: The Imagine Bus Project; TIBP),www.imaginebusproject.org,1009 General Kennedy Avenue,,San Francisco,CA,94129-1726,37.800015,-122.4514
11-4400-7118,2011,Museum,Pennsylvania Academy of the Fine Arts (aka: PAFA),www.pafa.org,128 North Broad Street,,Philadelphia,PA,19102-1424,39.955277,-75.163068
11-4200-7055,2011,Design,Chicago Architecture Foundation (aka: CAF),architecture.org,224 South Michigan Avenue,,Chicago,IL,60604-2505,41.879167,-87.624428
11-4100-7107,2011,Visual Arts,Village of Arts and Humanities Inc. (aka: the Village),,2544 Germantown Ave,,Philadelphia,PA,19133-1642,39.990956,-75.148295
11-3400-7083,2011,Media Arts,Denver Film Society,www.denverfilm.org,"1510 York St, 3rd Floor",,Denver,CO,80206-1425,39.740205,-104.959746
11-4100-7108,2011,Visual Arts,Bad Dog Rediscovers America (aka: Bad Dog Arts),www.baddogkids.org,824 S. 400 W. #B129,,Salt Lake City,UT,84101-4804,40.751335,-111.902594
11-5200-7183,2011,Literature,"Asian American Writers' Workshop, Inc.",www.aaww.org,110-112 West 27th Street,Suite 600,New York,NY,10001-6202,40.745642,-73.991545
11-3100-7246,2011,Music,Earplay,"www,earplay.org",560 29th Street,,San Francisco,CA,94131-2239,37.743365,-122.432411
11-4100-7109,2011,Visual Arts,"Artists Alliance, Inc. (aka: AAI)",,"107 Suffolk Street, 411",,New York,NY,10002-3391,40.719571,-73.985792
11-4400-7119,2011,Museum,Museum of the City of New York,www.mcny.org,1220 Fifth Avenue,,New York,NY,10029-5287,40.792407,-73.952463
